Labels,Message
smish,You have a secret admirer. Unveiled who keeps you so special. Call 09065174042. 1.50 per MSG Recd. Cust Care 07821230901
smish,lyricalladie(21/F) is inviting you to be her friend. Reply YES-910 or NO-910. See her: www.SMS.ac/u/hmmross STOP? Send STOP FRND to 62468
smish,URGENT! Your mobile number has been awarded with a guaranteed £ 2000 prize. Call 09058094454 by Land Line. Complaint 3030. Only 12 hours valid
smish,Dear Voucher holder Have your next meal on us. Use the following link on your pc 2 enjoy a 2 4 1 dining experiencehttp://www.vouch4me.com/etlp/dining.asp
smish,Do you want a new video phone? 750 At any time any network MINS? Price middle line rental rental? Video camera? Answer or call 08000930705 for delivery tomorrow
smish,"URGENT! Your mobile phone No 07xxxxxxxxxxx won a bonus prize of £ 2,000 on 06/02/03! This is the second attempt to contact you! Call 09066362231 as soon as possible! Box97N7QP, 150ppm"
smish,"Congratulations, you are awarded £ 500 of CD gift vouchers and free entry 2 Our music TXT TXT 100 £ 100 at 87066 TNCS www.ldew.com1win150ppmx3age16"
smish,UR gave a city break and was able to win a summer shopping stroll every WK. Txt Store for 88039. Skilgme. TSCS087147403231winawk! Age 16 £ 1.50perwksub
smish,"Buy to the fall, you are either 10K, 5 km, £ 500 or £ 100 of travel vouchers, now call 09064011000."
smish,Do you want to laugh? Chit-chaat test on your mobile now! Log in txing the word: chat and send it to no: 8883 cm Po Box 4217 London W1a 6ZF 16+ 118p/msg RCVD
smish,"Get 3 Lions England tone, Reply Lionm 4 Mono or Lionp 4 Poly. Another 4 Go 2 www.ringtones.co.uk, the original n Best. Tones tones 3gbp network operator rates apply"
smish,"UR, the cash balance is currently 500 pounds, to maximize your cash now send, go to 86688 only 150p/msg. CC 08718720201 HG/SUITE342/2LANDS ROW/W1J6HL"
smish,FREE MSG:We billed your mobile number by mistake from shortcode 83332.Please call 08081263000 to have charges refunded.This call will be free from a BT landline
smish,"This is the 2nd time that we have tried 2 U. You have won the price of 750 pounds. 2 The complaint is easy, call 087187272008 now 1! Only 10p per minute. Bt-Natal-Tatau."
smish,You have 1 new vocal email. Call 08719181513.
smish,You are being ripped off! Get your mobile content from www.clubmoby.com call 08717509990 poly/true/Pix/Ringtones/Games six downloads for only 3
smish,"Text82228 >> ​​Obtain more call tones, logos and games of www.txt8228.com. Questions: info@txt82228.co.uk"
smish,"Thanks for your Ringtone Order, Reference T91. You will be charged GBP 4 per week. You can unsubscribe at anytime by calling customer services on 09057039994"
smish,"URGENT! Your mobile phone no 07xxxxxxxx has won a bonus prize from £ 2,000 on 02/06/03! This is the second attempt to reach you! Call 09066362231 ASAP! Box97n7qp, 150ppm"
smish,"Dear 0776xxxxxx, they were invited to Xchat. This is our last attempt to contact you! TXT -Chat under 86688 150p/MSGrcvdHG/Suite342/2nd/Row/W1J6HL LDN 18 years"
smish,"Hi babe its Jordan, how r u? Im home from abroad and lonely, text me back if u wanna chat xxSP visionsms.com Text stop to stopCost 150p 08712400603"
smish,"Important message. This is one last attempt to contact. You have important messages that are waiting for our customer complaints. Runs on April 13th, 2004. Call 08717507382 now!"
smish,Freemsg: Hey - I'm Buffy. 25 And like to satisfy men. Alone at home feeling Randy. Answer 2 C my pix! Qlynnbv Help08700621170150p A msg Send a stop to stop the TXTS
smish,"Twink, bears, squid, skin and athletes now call. Do not miss the fun of the weekend. Call 087124669 at 10p/min. 2 stop texts called 08712460324 (NAT FAVENMENT)"
smish,"URGENT! Your non -************* mobile won a bonus calling price of £ 2,000 on 02/06/03! This is the 2nd attempt to join you! Call 09066362220 as soon as possible! Box97N7QP, 150 ppm"
smish,Free entry into 2 weekly compresses to have a chance to win an iPod. TXT Pod at 80182 to obtain the input (TXT STD rate) T&C Apply 08452810073 for more details 18+
smish,Lyricalladie (21 / F) invites you to be his friend. Answer yes-910 or no-910. See: www.sms.ac/u/hmmross stop? Send a FRND stop at 62468
smish,(Bank of Granite Issues Strong-Buy) Choose explosive for our members ***** on over 300% ********** Nasdaq Cdgt Cdgt symbol which is $ 5.00 for ..
smish,Goldviking (29/m) is inviting you to be his friend. Reply yes-762 or no-762 See: www.sms.ac/u/goldviking stop? Send STOP FRND to 62468
smish,You have an important first customer service ad. Call Freephone 0800 542 0578 now!
smish,"Theob> met the link to get a Pink Panther Premium game, the new No. 1 of Sugababes, crazy zebraanimation or a free swimming all wallpaper with hood!"
smish,"GENTLEMAN! We are trying to contact him. On the weekend on weekends at the end of the ends of the weekend ends, you won a guaranteed award £ 1000. Call 09064012160. Request code K52. Valid only 12 hours. 150 ppm"
smish,Ree Insiment in 2 at Weekly compare to have the opportunity to win an iPod. TXT POD A 80182 to obtain the entrance (TXT STD TAKE) T&C App Apply 08452810073 for details 18+
smish,"Last chance! Claim its value of £ 150 in discount coupons today! Text message workshop at 85023 now! Savamob, offers mobile! T CS SAVAMOB POBX84, M263UZ. £ 3.00 sub. 16"
smish,"SMS services. For your inclusive text loans, PLS Goto www.comuk.net Login = ***** Cancel the record with STOP. No additional cost. Help: 08700469649. PO Box420. IP4 5WE"
smish,Win a year of supply of CD 4 a shop of your choice for a value of £ 500 and insert our music from £ 100 weekly Draw TXT to 87066 TS & CS www.ldew.com.subs16+1win150ppmx3
smish,"+123 Congratulations: In competition competition, they won the price of £ 1450 to call only 09050002311 B4280703. T&CS/STOP SMS 08718727868. More than 18 only 150 ppm"
smish,URGENT! Your mobile number has been awarded with a guaranteed prize of £ 2000. Call 09061790121 from the fixed line. Complaint 3030. Valid 12 hours only 150pm
smish,Urgent! Please call 09061743810 from landline. Your ABTA complimentary 4* Tenerife Holiday or #5000 cash await collection SAE T&Cs Box 326 CW25WX 150 ppm
smish,Important information 4 Orange users. Today is your lucky day!
smish,URGENT! Your mobile phone number has received a guaranteed award from £ 2000. Call 09058094455 from the fixed line. Claim 3030. Valid only 12 hours
smish,500 new cell phones from 2004 have to go! TXT: Nokia to No.: 89545 & Collect yours today! From only £ 1 www.4-tc.biz 2optout 087187262701.50GBP/MTMSG18 Txtaction
smish,Would you like the last video mobile part? 750 every time a mining network? Half -price rental? Answer or call 08000930705 for delivery tomorrow
smish,"our mobile number has won £5000, to claim calls us back or ring the claims hot line on 09050005321."
smish,"URGENT! Your mobile phone No. 07808726822 received a bonus call prize of £ 2,000 at 02.09.03! This is our second attempt to contact it! Call 0871-872-9758 Box95qu"
smish,Eastenders TV Quiz. Which flower compares the point? D = Purple E = Tulip F = Lily TXT D E O F A 84025 hour 4 Luck 2 Win £ 100 in cash WKENT / 150P16 +
smish,http // tms. widelive.com/index. Wml? ID = 820554AD0A1705572711 & First = Truews Ringtone
smish,Free video camera phones with half -price line rental for 12 months and 500 cross ntwk mins 100 txts. Call MobileUpd8 08001950382 or Call2optout / 674
smish,PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S. I. M. points. Call 08715203652 Identifier Code: 42810 Expires 29/10/0
smish,Can you get 2 phones now? I want to discuss 2 Configure Meet Call Me Now at 09096102316 U which cum qui 2maro luv jane xx calls
smish,A Christmas reward of £ 400 is waiting for you! Our computer has accidentally chosen with our loyal mobile customers to receive a reward from £ 400. Call enough 0906380611
smish,Free 1. Week entry 2 text pod 4 A chance 2 win 40 GB iPod or £ 250 bar per WK. TXT POD to 84128 TS & CS www.textpod.net Custcare 08712405020.
smish,A Christmas reward from £ 400 is waiting for you! Our computer has chosen you accidentally from our faithful mobile customers to receive a reward of £ 400. Call Basta 0906380611
smish,"Welcome to Great Britain Mobile date. This MSG can accept free calls at 08719839835. Future MGS charged 150 pence every day. To cancel the sending of \""Go Stop\"" to 89123"
smish,"SMS rod you won a Nokia 7250i. This is what you get when you win our free auction. To take part, send Nokia to 86021 hour. Hg/Suite342/2nd Row/W1Jhl 16+"
smish,You have 1 new message. Call 08718738034.
smish,Free message Activate your 500 free text messages by answering this message with the free word for conditions. Visit www.07781482378.com
smish,The balance of the money of your HMV's HMV questionnaire is currently
smish,You will be selected to get a price of £ 350! PLS calls the application 09066364311 to collect the price selected as an estimated mobile client.
smish,Free for the first week! No1 nokia tone 4 ur Mobile every week only txt nokia at 8077 get txting and tell your classmates. www.getzed.co.uk population 36504 w45wq 16+ norm150p/tone
smish,BOLTBLUE TONES FOR 150P POLY# O Mono# Z. B. POLY3 1. CHA CHA SLIDE 2. Yes 3. Sloch Jamz 6. Toxic 8.
smish,Your next amazing xxx PICSFREE1 video will be sent to you enjoy! If one vid is not enough for 2day text back the keyword PICSFREE1 to get the next video.
smish,Would you like to deliver a new Nokia 3510i color phone? With 300 free minutes to mobile + 100 free texts + free answer from camcorder or by phone at 08000930705.
smish,"This MSG is for your order of mobile content, it was felt because the previous attempt failed due to network error requests to customersqueies@netvision.uk.com"
smish,Do you want a new Nokia 3510i Delivetomorrow phone? With 300 minutes free to any mobile + 100 free texts + free video response or call 08000930705
smish,The cash balance is currently £ 500 to maximize your money-in. Now send cash to 86688 only 150p/msg. CC: 08718720201 Postfach 114/14 TCR/W1
smish,You are chosen to receive a price of £ 350! PLS Call number 09066364311 to collect your price that you are selected to receive as a precious mobile customer.
smish,Money I won the Victoria number 946 wot I do it below
smish,Of 88066 lost £ 12
smish,This message will be given to you by GMW Ltd. supplied and is not connected to that
smish,Customer loyalty offer: the new Nokia6650 cell phone from only £ 10 at Txtaction! Txt Word: Start with no: 81151 and get yours now! 4T & CTXT TC 150P/MTMSG
smish,"You have been specially selected to receive a \""3000 prize! Call 08712402050 before closing the lines."
smish,Small: you want me not to be small! I am bad and I have a 4 Filthyguys thing. Imagine a rude moment with a sexy bitch. How about going hard! TXT XXX SLO (4msgs)
smish,"Hi ya Babe x u 4Gotten starts me ending? The crooks become intelligent ... although it is a regular vodafone no, if you answer, you get an MSG / preliminary subscription. Others have also used. Beware!"
smish,"Thobob> take a look at our latest selection of content, games, tones, gossip, girls and sports. Keep your mobile phone in shape and your funky wap text on 82468"
smish,"Welcome to UK-Mobile-Date This MSG is free to give free calls at 08719839835. Future Mgs invoiced at 150p every day. To cancel the sending of \""Go Stop\"" to 89123"
smish,"You have won a guaranteed price of 32,000 or perhaps even £ 1000 in cash to claim your free price at 0800 ..... (18+). This is a legitimate number of Efreefone, what do you think?"
smish,"Congratulations! Thanks to a good friend you won the Christmas prize for £ 2,000. 2 affirmation is easy, just call 08718726971 now! Only 10p per minute. BT-National-Rooms."
smish,URGENT! We are trying to contact U. Today's educational shows that you have guaranteed to have won an £ 800 price. Call 09050001808 from the land line. Claim M95. Gerage 12HRS
smish,"You won't believe it, but it's true. They are incredible txts! Replace G now to learn really amazing things that will knock you around. From O2FWD only 18p/txt"
smish,"Double minutes and 4 -month Bluetooth 4 -month TXTS free on orange. Available on Sony phones, Nokia Motorola. Call MobileUpd8 on 08000839402 or Call2optout / N9DX"
smish,PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S.I.M. points. Call 08718738001 Identifier Code: 49557 Expires 26/11/04
smish,Hi. Customer Loyalty Offer:The NEW Nokia6650 Mobile from ONLY £10 at TXTAUCTION! Txt word: START to No: 81151 & get yours Now! 4T&Ctxt TC 150p/MTmsg
smish,We have tried to call you your response to our SMS for a 750 -minute mobile video unlimited text + free camcorder response 08000930705 now
smish,Ringone Club: Gr8 New Polys directly on your mobile every week!
smish,Boring casewives! Cat and the date now! 0871750.77.11! BT-Nation Lesse 10p / min Fixed solo phones!
smish,"We know someone you know that you imagine. Call 09058097218 to find out who. POBOX 6, LS15HB 150P"
smish,"Bored by speeds? Try Speedchat, Txt Speedchat until 80155 if you don't like Emtxt Exchange and get a new talk! Chat80155 POBX36504W45WQ 150P / MSG RCD 16"
smish,money!!! You are a lucky winner! 2 Request your Money Prize Law 2 88600 Over £ 1 million to give! PPT150x3+Normal Text Forest Box403 W1T1JY
smish,The single sexy is waiting for you! Send your age followed by your sex as Wither M o F.23F. For gays they send the mandate of your age followed by a G. for example 23g.
